name,Tc
Sr2Y1Ru0.96Cu0.04O6,5.1
Eu0.1Pr0.9Ba2Cu3O7,
Li1Fe1As1,17
Bi1.6Pb0.4Sr2Ca2Cu2.95Zn0.05OZ,97.1
Sm1La0.8Sr0.2Cu1O3.925,19.6
Ca0.88La0.12Fe1As1.8Sb0.2,47.2
Bi2Sr2Ca1Cu-1.7Au3.7OZ,63
Nb0.75Al0.21Ge0.04,19.7
Y1Ba2Cu2.85Zn0.15O7,42
Y0.6Pr1.4Ba4Cu7O15-Z,10
Ce1Cu2Si2,0.65
Nb1Ru1.2Pt1.8,
Ti1,0.4
Ce1Rh1In5,2.12
Y0.6Pr0.4Ba2Cu3O7,45.3
Ba0.78K0.22Fe2As2,23.5
La1.5Pr0.5Ca1Ba2Cu5O11.782,57.7
In4Sb1Te3,1.4
La1Fe1As0.4P0.6F0.1O0.9,21.14
Cr0.945V0.055,
Sm12Cu2.96Ni0.04O6.88,83
Pr0.4Nd0.6Os4Sb12,
Ba1.6Sr0.4Yb0.6Ca0.4Cu3O6.25,53
Ag0.85Sn1.15Se2,6.23
Pb0.5Cd0.5Sr2Tb0.5Ca0.5Cu2O7,19
Ce1Pt3Si1,0.75
U1,0.27
Bi2Sr2Ca1Cu2O8.23,70
La3Co4Sn13,1.95
Ba1Fe1.852Co0.148As2,23
Al1Nb3,9.9
Hg0.82Re0.18Ba2Ca2Cu3O8+D,Re-1223
Bi2Sr1.27La0.73Cu1O6+Z,14
Y2C2Br0.5I1.5,11.6
Pr1Ba2Cu2.925Co0.075Oz,
Lu0.7Pr0.3Ba2Cu3O7-d,70
Nb0.69Sn0.25Ta0.06,17.8
Cd0.002Zn0.998,0.78
Gd0.2Pr0.3Ca0.5Ba2Cu3O7-z,96
Ce0.97Gd0.03Ru2,4.69
K0.75La0.25Bi1O3,12.2
La2Cu1O4.13,34
Bi4Sr4Tb2Cu4OZ,
Nb0.7Fe1.55Se1.01S0.99,23.5
Y1Ba2Cu2.97Zn0.03O6.7,50
Tl1Ba1Sr1Ca2Cu3O9,97
Y1Ba2Cu3O6,
Ca0.81La0.19Fe1As2,28
Sb2Te3,6.97
Pr1.7945Y0.0555Ce0.15Cu1O4,15
Tl0.5Ba2Ca3Cu2.5Zn2O12-z,115.3
Lu2Fe3Si5,6.2
Hg0.9Pb0.1Ba2Ca2Cu3O8.25,118
Mg0.956Al0.044B2,34
Bi2Sr2Ca1Cu2O8+y,78.6
Li0.17Cs1Ca2Nb3O10,
Os2U1,
Ni31Zr69,2.44
C1Hf0.6Nb0.4,4.5
Y1Ba2Cu2.9Al0.1O7.1,85
Y1Ba1.75La0.25Cu2.75Zn0.25Oz,23.8
Sm1Th3.4Ru0.6B4,
Nb3Rh0.5Os0.5,
Nd1Ba1.9La0.1O6.86,83.5
Y1.4Th0.6C2.9,16.3
K0.22Zr1N1Cl1,15.2
Fe1Te0.6Se0.4,11
Mg0.91Li0.09B1.84C0.16,30.15
Si1V3,16
Bi2Sr2Ca0.95Pr0.05Cu2O8,83.15
Fe0.5Ba2Er1Cu2.5O7.46,72
Li0.5Nb1O2,5
Cu1Ti1,
La0.6Th0.4Bi1S2O1,2.12
Cr1Re1,
Mg1C1Ni2.99Mn0.01,
Ga24.8V75.2,15.1
La1.8Sr0.2Cu0.99Zn0.01O4,27
Ce1Bi1S2F0.7O0.3,2.92
Yb1Fe4Al8,
La1.45Sr0.55Cu0.6Co0.4O4,
Dy1Ba2Cu2.9Ni0.1OX,81.8
Ce1Fe1As1H0.6O0.6,45.8
Au1Sn1,1.25
La1.82Sr0.18Cu1O4,
U1Pd2Al2.85Ga0.15,1.15
Ho0.2Dy0.8Ni2B2C1,6.23
C1.35Th0.9Y0.1,
Dy5Ir4Si10,
Tl2.5Pb0.5Nd1Sr2Cu2.5OX,39.87
Y1Ba2Cu3O7-Z,92
Bi1.7Pb0.3Sr2Ca0.925Sm0.075Cu3Oz,75
Y1Ba2Cu3O6.94,
Y1Ba2Cu3O6.96,88.9
Y1Sr2Cu2.75Cr0.25O7.1,
Ag5Cd8,
Ir0.32Sc0.68,
B4C1,
Hg0.75Re0.25Sr2Gd1.5Ce0.5Cu2Oz,50
Hg1Ba2Cu1FO4,97
Ce2Rh1In8,
Bi2Sr2Ca0.3Pr0.7Cu2OZ,
Pb0.5Sr2Y0.6Ca0.4Cu2.5O6.97,67
Yb0.3Pr0.7Ba1.7Sr0.3Cu3O6.91,
Ba1Fe1.77Co0.23As2,16.5
La2Cu1O4.12,43
Ba0.6K0.4Bi1O3,
Au0.16Te0.84,1.71
Mo6Se6Cl2,6.39
Y1Ba2Cu3O6.9,90.565
Ba1Ti2Sb2O1,1.2
Bi3Pb1Sr3Ca3Cu4Oz,94
Nb0.97Tc0.03,7.6
C60K3,
Mg1C1Ni2.7Fe0.3,6.88
La0.9985Tb0.0015Al2,2.9
Bi2Sr2Ca1Cu2O8.22,78.5
La1.8Pr0.2Ca0.4Ba2Cu4.4O10.7348,35.4
Ir0.75Mo0.25,0.13
Hg1.4Tl0.6Ba2Y0.7Ca0.3Cu2Oz,60.1
Nb1Se3,5
Y1Ba2Cu3O7-z,90
Eu0.08Ga0.02Ba2Cu3O7-Z,
La1Os4P12,
Zr1Os1P1,6.57
La1.82Sr0.18Cu0.98Zn0.02O4,17.9
Bi2Sr2Ca1Cu2O8+z,
Al1Gd0.0065La3,2.79
Bi2Sr2Ca0.3Pr0.7Cu2O8,
Pb2Ba2Cu2Ta1O8Cl,
Ho1Co3B2,
V0.81Cr0.09Al0.1,1.46
Eu1Ba1Sr0.6Ca0.4Cu3O6.95,
Ir0.3Ru0.2Rh0.5,0.02
Lu1Ni1.87Co0.26B2C1,6
La1.9Sr0.1Cu1O4,28.5
Cs3Hg3.3C60,29
Sc5Co4Si10,4.53
Eu1Ba1Sr0.7Ca0.3Cu3O6.95,75
Be17Zr2,
Gd0.922Pr0.078Ba2Cu3O7,84
In3Y1,0.78
Bi1.6Pb0.4Sr2Ca2Cu2.5Zn0.5OZ,64.65
La1Fe0.999Mn0.001As1F0.11O0.89,11.5
Ge2La1,2.24
Sr0.1La1.9Cu1O4-Y,33
Hg1Ba2Cu1O4.32,
Ba2Gd1Ru0.9Cu0.1O6,
La1Ba1Ca1Cu2.7P0.3O8.2-z,14
Al1Ge1,5.5
Bi2Sr2Ca1Cu1.99Co0.01Oz,88.7
Ga0.4Cd0.6Sr2Y0.7Ca0.3Cu2O7+z,61.5
Ge1V3,6.7
La1Fe0.875Co0.125As1O1,6.6
Mg0.9Ti0.1B2,38.3
As1Rh1,0.58
Y1Ba2Cu2.79Co0.21O7-Z,
Gd1Ba2Cu2.8Fe0.2OZ,58.7
Y1Ba1.5Sr0.5Cu3Oz,47
Er1Ba8Cu4OZ,
Mo0.8Pt0.2,4.56
Hg0.7Cr0.3Sr2Cu0.95Co0.05O4+z,35
Mo1.85Nb0.15B1C1,6.2
Bi1.8Sr2Ca1Cu2Li0.4Oz,94.1
C1.35Nb0.1Y0.9,10.8
Y1Ba2Cu3O7-Z,92.4
La1.85Ba0.15Cu1O4+Z,8
Sr0.875La0.125Cu1O2,36.9
Ir0.2Si0.05Zr0.75,6.2
Zr2Co0.3Ni0.7,1.87
Pb0.5V0.5Sr2Ca0.3Y0.7Cu2OZ,
Y2C2Br2,5.03
Si0.25V0.75,16.86
Pr1Pt4Ge8Sb4,1.4
Hg1Ba2Ca1.72Sr0.28Cu3O8+z,
Ho1Rh4B4,
Al2Ca1,
Sr2Cu1C0.95B0.05O5,12.5
Ge2Mo3,
Y2Pd0.6Pt0.4Ge3,2.46
Nd0.7Pr0.3Ba1.85Sr0.15Cu3O7-z,
Nd1.85Ce0.15Cu1O4,20
La1Ir2Zn20,0.6
Pb1Mo6S8,13.3
No0.988Nb1,14.9
Y3Os8B6,5.8
Ge1Rh1,0.96
Y1Ba2Cu3O6.7,
La2Cu1O3.97,
Hg1Ba2Ca1Cu2O6.1,92
Y1Ba2Cu3O7-d,78
Mg1B1.736C0.264,17.6
Nb3Rh0.5Os0.5,
Er1Sr0.8Ba1.2Cu3Oz,83.9
Ag0.16D0.47Pd0.84,15.3
Ba8Si28Ge18,3.12
Y1Ba2Cu3S0.05O7-X,93.5
Tl1Ba2Ca2Cu3O9+Z,103
Y1Ba2Cu3Li0.02O7,91.18
Bi2Sr1.4Gd0.6Ca1Cu2O8+z,
Nb5V50Ti45,7.4
Y1Pd3B3C0.3,22
Be13W1,4.1
La1.85Ca1.15Cu2O6+z,28
Bi0.148Mo0.182Cu0.67Sr2Y1Cu2Oz,30.1
Pb1Mo6S4Se5,3.64
La1.825Sr0.175Cu1O4-Y,37.5
Mo0.99Si1V2.01,
La1.73Eu0.2Sr0.12Cu1O4,
Ga1Si1V3,18.6
Bi2Sr2Ca1Cu2O8,82.5
Fe1Se1,65
La1.95Bi0.05Cu1O4.0635,34.9
La1.9Sr1.1Cu2O6.311,
Hg0.85Re0.15Ba1.6Sr0.4Ca2Cu3O8,130.3
La1.9Sr0.1Cu1O4,22.9
Si1Ti1,
Ca1Si2.2,1.37
La1.85Sr0.15Cu0.985Zn0.015O4,22.1
Y0.8Pr0.2Ba2Cu3O7.67,67.5
Sr1Si1.9Ni0.1,2.3
Li1.25Ti1.75O4,
Bi1.7Pb0.4Sr2Ca1.1Cu2.1Nd0.1Oz,83.15
Hg1.5Pb0.5Ba2Ca1Cu2O8-z,43
La2.4Te4Y0.6,
La0.3Sr0.7Ti1O3,
Ge1Nb3,19.4
Sr0.065Bi2Se3,2.6
M0.51Ta1S2,3.4
C1Nb1,10.95
Yb0.6Pr0.4Ba1.7Sr0.3Cu3O6.93,46
Y2Ba1.5Ca0.5Cu3O8+Z,80
Hg0.8V0.2Ba2Ca2Cu3O8.3,120
Rb0.698Fe1.497Se2,
Er0.95Y0.05Pd2Sn1,1.26
K0.8Fe1.78Se2,32
La1.9Sr0.1Cu0.995Zn0.005O4,20.19
Ca10Pt4Fe10As18,38
Be13Mg1,
K2Te3,
La1.86Sr0.14Cu0.99Ni0.01O4,
K3N1H3C60,28
Si1,6.7
Yb1Ba2Cu3O6.97,88
La0.9Nd0.1Pt2.1B2.4C1.2,10.3
Hf0.6Zr0.4V2,9.97
K0.8Fe2Se2,31
Bi2Sr2Ca1Cu2OX,85
Bi2Sr2Ca1Cu2O8+z,84
Ce1Cu2Si1.8Ge0.2,0.19
Ru0.6Sr2Gd1Cu2.4O8-z,72
Bi1V3,
Y1Ba2Cu2.7Ag0.3OY,90.2
La1Ru2.85Co0.15Si2,6.45
Mo4.66Rh1.33Te8,
Tl1.5Pb0.5Nd2Sr2Cu2OX,37.9
Rb0.1Li0.02W1O2.88F0.12,3.4
Gd0.9Pr0.1Ba2Cu3O7-Z,
Bi2Sr2Ca1Cu1.95K0.5O8+z,85
Sr0.95Ba0.05Ti1O3,0.5
Bi2Sr1.6La0.4Cu1O6+Z,19.1
In0.87Te1,1.55
Nb1.8Ta1.2Sn1,14.1
Ru0.85Rh0.15Sr2Gd1Cu2O8,19
Bi0.575Pb0.425,8.03
La2Ni1O4.18,
Mo0.2Ru0.8,1.66
M1Ta1S2,5.5
Na0.35Co1D1.4O2,4.7
Pr1Rh2B2C1,
Y1Ba2Cu2.955Fe0.045O7-Z,
Eu1Ba2Cu2.99Zn0.01O7-y,91.3
Bi1.8Pb0.2Sr2Cu1O6+y,14
La1.936Ce0.064Cu1O4,13.8
Y0.6Pr0.4Ba0.6Sr1.4Cu3O6.89,49
Y0.25Lu0.75Ba2Cu3OX,86
Tl1,2.3861
Y0.7Pr0.3Ba2Cu4O8,66.5
Tb1Fe1As1F0.1O0.9,51
Y1Ba1.75La0.25Cu2.75Al0.25Oz,81
Mg1B1.8C0.2,21.5
Y0.85Cs0.15Ba2Cu3O6.5,90.4
Hg0.7V0.3Ba1.25Sr0.75Cu1O4.6+z,55
Ca1Pt1.4Sn4.3,
Pr1Os4Sb12,1.85
Nb3Sb0.15Sn0.7Tl0.15,16.04
La1.85Sr0.15Cu0.98Ni0.02O4,22.2
Pr1Fe0.85Co0.15As1O1,5.9
V3Si0.2Ge0.8,6.1
Hg0.75W0.25Sr2Sm1.5Ce0.5Cu2Oz,56
La1Sm0.8Sr0.2Cu1O4,35
Bi3In5,4.2
Ir3Y1,3.5
Sr2Y1Cu3O7.45,62
Y1Re0.15Ba2Cu2.85O7.17,91
Mo0.25Sr2Ce2.01Pr0.99Cu2.75O11+z,
Hg1Ba2Ca2Cu3Oz,135
Dy1Ba2Cu4O8,77.2
C1Mo2,3.45
Y1Ba2Cu3O7,91
La1.9Sr0.1Cu1H0.1O4,28.9
Hf1Ru1P1,11.89
K1Ta0.988Nb0.012O3,
Cr1N1,
Y1Ca1Ba4Cu5N0.3C0.7O14,82
Ce1Rh1In5,2.2
B2Mg1,37.6
Hf1V2,9.26
Ba1Ni2P2,3
Y1Ru4P12,8.5
Fe2Zr1,
Ag2Bi1,
Ni0.22V0.78,0.35
Ce2Pd1In8,0.7
La1.685Nd0.2Sr0.115Cu1O4,11
La1Ba1Cu2.82Co0.18O7,14
La1.48Nd0.4Sr0.12Cu1O4,8.3
Ce2Ir1In8,
Y1Ba2Cu2.919Zn0.081O7-Z,47.4
Gd0.8Pr0.2Ba2Cu3O7,57.7
Pr1Ba2Cu3O7-Z,
Gd1Ba2Cu3O6.52,
Bi2Sr1.6Gd0.4Cu1O6+z,12.9
Nb1P1Se1,
Hf1V2H1,4.87
Ga0.3Hg0.7Sr2Y0.3Ca0.7Cu2OZ,86
Ba1Ag0.2Si1.8,3.2
Ir1V2,1.39
Ga0.3In0.7La3,9.25
Y1Ba2Cu4O8,78.1
La1.55Nd0.3Sr0.15Cu1O4,19.2
Sr1Fe1.76Co0.24As2,13.5
Pt0.113Ru0.887,0.21
Al2C1Mo3,10
As1Ge1,3.5
Eu1Ba2Cu2.85Zn0.15OZ,
Tl0.5Pb0.5Ca1Sr2Cu2O7,84.5
Gd1Ba1.6Pr0.4Cu3O6.99,
Y1Ba2Cu3O7,
La1.89Ca1.11Cu2OZ,13
Y4Ir6Sn19,2.2
Bi2Sr2Ca1Cu2O8,76
La1.85Sr0.15Cu0.995Sn0.005O4+Z,28
Ho1Ni2B2C1,8.4
Rb0.1Li0.05W1O2.85F0.15,3.1
In1Mo3Se3,
Ru0.95Sb0.05Sr2Gd1.4Ce0.6Cu2O10-z,29
Y1Ba2Cu3O6.9,89
Al0.14Au0.86,0.385
Ba8Si46,8.1
Be2Ta3,1
La0.3Y0.7Fe1As1F0.15O0.85,38
Fe1.02Se1,6
Mo5.25Nb0.75Se8,6.2
Ba0.6K0.4Fe2As2,38
N1Nb1,5.1
La0.5Pr0.5Ba1.5Sr0.5Cu3O6.916,
La1.8Nd0.2Cu1O4.071,34.8
Y1Ba2Cu3Li0.06O7-Z,88.8
Bi2Sr2Ca1Cu1.8Mn0.2O8+z,53
M0.125Ti1S2,
Th1Ru3B2,1.79
La0.6Th0.4Ni1C2,7.7
Sn3Y5,
Bi1.6Pb0.4Sr2Cu2.9Mo0.1OY,107
Bi2Sr2Ca1Cu2Oy,76.6
Ti0.1V0.9,6.03
Y0.9Ca0.1Ba1.6Sr0.4Cu4O7.8,85.5
Mo5P1B2,8.7
La1Ni2Ge2,0.69
Ca2In1N1,0.6
Bi2Sr2Ca0.69Y0.31Cu2Oz,70.8
K0.77Zr1N1Cl1,13.5
Mo0.7Pt0.075Re0.225,7.4
Nd1.88Ce0.12Cu1O4-z,
Pb1,7.193
Nb0.016Ta0.984,4.47
Y0.8Pr0.2Ba2Cu4O8,60
La1.9Ba0.1Cu1O4,
Bi2Sr1.8La2Cu0.96Ni0.04Oz,12.9
Bi2Pd1,1.7
Lu3.5Sc1.5Ir4Si10,7.69
Gd1Ba2Cu4O8,74
Bi2Sr2Ca0.81Gd0.19Cu2Oz,83
Ba1Fe2As1.74P0.26,
Ir1Mo3,8.35
Y0.78Yb0.02Ca0.2Ba2Cu3OZ,
Ba1Fe2As2,0
Ca1.65Na0.35Cu1Br2O2,18
Hg0.8Pb0.2Ba2Ca2Cu3O8.3,125
Cd2Re2O7,0.98
Hg0.75W0.25Sr2Ho1.5Ce0.5Cu2Oz,53
U1Ni2Al2.98,1.155
Y1Ba2Cu2.955Zn0.045O7-Z,67
Lu1Ni2B2C1,15.8
Hg0.6Ti0.4Ba2Ca2Cu3O8.4,134
Gd1Fe0.67Ir0.33As1O1,0
Pr1Fe0.9Co0.1As0.7P0.3O1,9.86
Dy1Ba2Cu3O7-Z,
Y1Ba2Cu3O9-X,92
Y1Ba2Cu3O6.72,85
Y1Ba2Cu2.94Ni0.06O6.94,83.5
Dy1Fe4P12,
Y1Ba2Cu2.85Zn0.15O7-Z,49
La0.5Sr0.5Ti1O3,
Fe1Se0.9S0.1,10.6
V2.865Fe0.135Ga1,10.1
Y1Ba2Cu2.948Zn0.052O7-z,73
Y1Ba2Cu3O7,93
Y1Ba2Cu3O6.937,84.8
M1Ti1N1Cl1,10.5
Tb1Ni2B2C1,
Pr0.86Ce0.14Pt4Ge12,3.43
Ba1Fe2As2,
Y1Ba2Cu3O6.75,61.1
Y1Ni0.82Bi2,4.1
Nb0.95V0.05N0.85,7.12
La1.76Sr0.24Cu1OZ,18.7
Ca1.85Na0.15Cu1Cl2O2,25
Sn0.01V0.99,4.21
Y1Ba2Cu3O7-Z,
Y1Sr2Cu2.8Mo0.2O7,40
La2Cu0.98Li0.02O4,
Tl1Ba1.2La0.8Cu1O5-Y,
Ba1Fe1.85Ni0.15As2,13.5
Cd0.7Mg0.3,0.105
Bi3.2Pb0.6V0.2Sr4Ca5Cu7Oz,110.5
La2C2Br2,7.03
Bi2Sr2Ca1Cu2O8+Z,90
La1.8Sr0.2Cu1O4,30
La1.85Sr0.15Cu1Oz,38.2
Hg0.016In0.984,3.342
Bi2La0.25Eu0.25Ca2.5Cu2OZ,46.5
La1.9Sr0.1Cu1Cl0.1O3.9-z,21
Sr2F2Ti2As2O1,
Si1V3,17
Y1Ba1Sr1Cu3O6.88,75.6
Er0.85Ca0.15Ba2Cu3O6.93,79.5
Y1Pd5B3C0.3,23.32
Bi1.6Pb0.4Sr1.8Ba0.2Ca1.98Er0.02Cu3Oz,107
V0.75Si0.22Al0.03,13.3
La2.91Pr0.09Tl1,7.55
La1Ba1.5Ca0.5Cu3O6.76,
Nb2.88Ti0.12Al1,15
Ge0.18Nb0.82,6.12
Ca1Fe1.898Co0.102As2,19.9
Tm0.2Ba0.8Cu1OX,80.5
La1.3Ba1.7SrCu3O6.885,32
Nb1Tc3,10.5
Mg0.8Zn0.2C1.05Ni3,4
La1.85Sr0.15Cu1O4,
Te3Zr1,
Ga1Sr2Y0.7Ca0.3Cu2O7,25
Bi2Sr2Ca1Cu2Oz,87
Bi2Sr2Ca1Cu2O8,89.5
Tm1Ni2B2C1,11
Sc0.25Y0.75Ir3.6Rh0.4B4,2.92
Sm1Fe0.8Zn0.2As1F0.2O0.8,
La0.84Tm0.16Sn3,3.33
Nd1Ba2Cu2.91Ga0.09O7-y,50.1
Na2Cs1C60,11.7
Sm1Ba1.9Pr0.1Cu3O6.99,56.4
Y1Ba2Cu3OZ,89.5
Ca10Pt3.18Fe9.82As18,
Be22Re0.95Os0.05,9.2
Mo3Si1.3,1.3
Ba8Si46,8.1
O1W3,
La1.6Sr0.4Ca0.6Nd0.4Cu2O6-Z,
Y1Ba2Cu3O7-z,84.4
La0.75Sm0.25Ba1Ca1Cu3O7,71
Nd2Cu1F0.3O3.7,37
Gd0.85Mo0.15Ba2Cu3O6.855,59.2
Ru1Sr1.9La0.1Eu1Cu2O8,
Pb2Sr2Y0.5Ca0.5Cu3O8,78.4
Nb25Ti50Ta25,8.6
Na1Fe0.99Co0.01As1,0
Ir0.815Rh0.185,0.028
Ce0.91La0.09Ru2,6.57
Rh3Ti1,
Mo0.2Sr2Y1.2Ce0.8Cu2.8Oz,50
Nb1Pt1,
Y1Ba2Cu2.7Ni0.3O7-z,
La1.85Sr0.15Cu0.9825Zn0.0175O4,15
Hg1Mg1,0.48
Ba1Pt2As2,1.6
Au2In1Tm1,
Ce1Co3B2,
Y0.9Pr0.1Ba2Cu3O6.965,85
Bi2Sr2Cu1O6,8
Ce1Rh0.25Ir0.75In5,0.62
Mo1Sr2Yb1.5Ce1Cu2O10,
As0.25Se0.75Y1,0.78
Al3Mg2,0.87
Ba1.6Sr0.4Yb0.85Ca0.15Cu3O6.36,19
La3Ca0.8Cd0.2Ba3Cu7O16.536,76
Bi2Sr2Ca0.8Y0.2Cu2O8.2,87.8
Sc5Ir4Si10,8.4
Ba0.6K0.4Fe2As2,37.76
Pb0.5Sr1Ba1Y0.75Ca0.25Cu2.5OZ,61.5
Bi2Sr1.8Pb0.2Cu1O6.129,
Y1Ba2Cu3OZ,92
La0.94Mo6Se8,11
Er1Ba2Cu2.61Zn0.36Fe0.03O6.85,
Tl2.5Pb0.3Pr1Sr2Cu2.5OX,39.06
Nd2Ba2Cu2Ti2O11,
Nb1Sn1Ta1V1,6.2
Sr1Si1.7Ni0.3,2.8
Y0.9Sc0.1Ba2Cu4O8,81
Mg1B1.9C0.1,30
Er0.98Gd0.02Rh4B4,8.22
Bi1.5Pb0.5Sr1.8La0.2Cu1O5.983,9.2
La1Ba1.5Ca0.5Cu3O7.12,
Tm1Ni1.8Fe0.2B2C1,0
Hg0.8V0.2Ba2Ca1Cu2O6.3,125
Cu1.8Mo6S8,10.7
Ti0.415V0.585,7.49
Bi2Sr2Ca1Cu2O8.218,70
Tl1Sr2Ca0.7Y0.3Cu2O6.84,87
Bi1.6Pb0.4Sb0.1Sr2Ca2Cu2OZ,132.25
Bi2Sr2Ca1Cu2O8.216,78
Bi1.5Pb0.2Sr2Ca2Cu2.8Fe0.2Oz,24
Hg0.95Re0.05Ba2Cu1O4.37,96
Re24Ti6,6.6
Nb1Sr2Eu1.5Ce0.5Cu2O10,30.2
Mg1B2,33
La1.832Eu0.2Sr0.018Cu1O4,
Dy1B2C2,
Ce1Rh0.25Ir0.75In5,0.64
Y1Ni2B2C1,15.6
Ag1Lu1,
La1.965Ba0.035Cu1O4,
Nd1F0.3Bi1S2O0.7,4.7
Y1Ni1Cu1B2C1,10.1
Tl0.5Bi0.5Sr4Cu2C1O10,52
Pb0.95Tl0.05,7.055
Hg0.7Pb0.3Ba2Ca2Cu3OY,127
Y0.7Tb0.3Ni2B2C1,8.1
Nb3Ga0.5Sn0.5,16.4
Tl0.5Pb0.5Sr2Ca1Cu2.95Ni0.05O7,50
Sr2Cu1C1O5,
U1Ru2Si2,1.1
La1.875Ba0.125Cu0.98Zn0.02O4,
Ir0.287O0.14Ti0.578,5.5
Gd0.8Pr0.15Ca0.05Ba2Cu3O7-z,64.3
Ba0.63K0.37Bi1O3,30
La0.75Pr0.25Ba22Nb1O8,
Lu0.65Pr0.35Ba1.7Sr0.3Cu3O6.93,52
Ca0.285Sr0.665Cu1O2,110
Bi2Ca2.5Nd0.5Cu2O8.43,33.5
Hg1Ba2Cu1O4+z,96
Na1Fe0.985Co0.015As1,19.9
Tl1Sr2Ca0.3Y0.7Cu2O6.97,92
Y1Ba1.8La0.2Cu3O7,81.8
Bi2Sr2Ca1Cu1.88Co0.12I0.91Oz,28.4
Nd1Sr1.8Ba0.2Cu2.8Mo0.2Oz,
Hg0.75Ba2.07Ca2.07Cu3.11O8.187,135.4
Bi2Sr2Ca1Cu2O8+y,84.9
Pd0.1Ti1Se2,
Cd1Mo6S8,1.8
Pd0.1Ti0.9,5
Bi2Sr2Ca1Cu2O8+D,82
La1.84Ba0.16Cu1O4,28.8
Nd0.95Th0.05Ni1O3,
Ba0.1La1.9Ag0.25Cu0.75O4-Y,26
Y1Ba2Cu3.9Ni0.1O8,52.6
Er0.97Pr0.03Ba2Cu3O7,93.9
Y0.8Ca0.2Ba2Cu3O6.59,67.3
Hg0.75Mo0.25Ba2Cu1O4.59,12
Bi2Sr2Ca0.5Y0.5Cu2Oz,31.5
Ho0.4Dy0.6Ni2B2C1,5.85
La1Fe0.887Zn0.113As1F0.28O0.68,
Mo1Te2,0.3
Y1Ba2Cu3H0.14O7,92.5
La1Ba2Cu3OZ,47.73
Y1Ba2Cu2.79Zn0.21O7-Z,21
La1.85Ca0.15Cu1O3.942,19
Y1Ba2Cu3O6.76,85.23
Y1Ba2Cu2.95Co0.05O6.92,94.3
Nb3Sn0.4Al0.6,13.6
Ho0.25Y0.75Ni2B2C1,13.8
La0.92Sr0.08Fe1As1O1,18.9
Y1Ba1.6Sr0.4Cu4O8,76.6
Tl1Ba1.4La0.6Cu1O5,
Y1Ba2Cu2.85Au0.15Oz,90
Gd1Ba2Cu2.85Fe0.15OX,47
Nb3Sn0.91Ga0.09,18.3
Mg0.85Tl0.15,
Y1Ba2Cu3O7,90.5
Tm1Ba2Cu3O6.71,78
C1Mo0.83Ti0.17,10.2
Pr1Ba2Cu2Nb1O8-z,
S1N1,
Eu1Pt1Si3,3.7
Bi2Sr2Y1.64Ce0.36Cu2O10.22,20
P1,10.7
Bi2Sr1.3Ca0.7Cu1O8-Z,84
Y1Ba1.6Nd0.4Cu3Oz,86
Y1Ba2Cu4O8,72
Y1Ba2Cu3O6.9,95
Bi2Sr2Ca1Cu2O8,83
Y1Ba2Cu3O6.85,90.9
Ni0.02Ta1Se2,2.5
Bi2Sr1.2La0.8Ca1Cu2O8+X,
Dy1Ba2Cu2.99Zn0.01O7-y,89.5
Y0.8Pr0.2Ba2Cu4O8,68
Os0.07Zr0.93,5.66
Ce0.85La0.15Ru2,5.35
Dy2Ir3Si5,
Au0.92Ga0.08,0.168
La1.84Sr0.16Cu0.95Zn0.05O4,
Bi1.8Pb0.2Sr2Cu1O6+y,
Nd1.85Ce0.15Cu0.998Co0.002O4,14.4
La1Fe1As1F0.05O0.95,25.4
Y1Ba2Cu2.7Fe0.3O7-z,
Y2Pd1Ge3,3.58
Hg0.8W0.2Ba2Ca1Cu2O6.4,118
Ti2Mo1Ga1,
Y1Ba2Cu3.94Zn0.06Oz,46.8
Nb3Sn0.8Ga0.2,17.8
Be22Re1,9.65
La0.79Ca0.21Mn1O3,
Mo6Pb0.92S7.5,14
Pd50.745Ru0.255Sb49,1.57
Bi2Sr2Ca0.2Y0.8Cu2O8.38,
S1.2Se0.8Ta1,3.9
Fe1Te0.8S0.2,4.5
Ca1.92Na0.08Cu1Cl2O2,
Au1In1,0.6
Ba0.5K0.5Fe1.92Zn0.08As2,34.3
Ba0.63K0.37Bi1O3,29.1
Nd0.85Pr0.15Ba2Cu3O6.75,21.6
Bi2Sr1.4La0.6Cu1O6.42,5
Bi2Sr1.95Ba0.05Ca1Cu2Oz,80
Ce1Ni2Ge2,0.23
Y1Ba2Cu2.655Co0.345O7.29,
Hg0.75Mo0.25Sr2Cu1O4+z,50
Lu0.8Dy0.2Ru1B2,5.07
Bi3.9Cu0.1S3O4,3
Nb3Ga0.2Bi0.2Sn0.6,18.06
Ti0.65Zr0.35,1.37
Nd1Fe1As1F0.12O0.88,48
Sc1Si2,
Sm1.85Ce0.07Th0.08Cu1O4-z,18.5
Mo1Sr2Y1Cu2O8-z,39.8
Ce1Co1In4.86Sn0.14,0.556
Hg1.54Ba1.98Er1.43Cu2.1OZ,
Y1Ba2Cu2.97Fe0.03O7,91.2
Sn1Nb1Se3,3.02
Rh1Zr1,2.7
Ce1Co4B4,
Sb1,0.7
Eu1Fe2As1.4P0.6,26
Cs1.2Tl2.4C60,29.5
Bi1.8Pb0.2Sr1.7La0.3Cu1Oz,39
Y0.5La0.5Ba2Cu3O7.01,86
Bi2Sr2Ca1Cu2O7.965,
Sm1.48Gd0.37Ce0.15Cu1O4,10.5
Y1Ba2Cu4Li0.125O8,58
Ti0.975V0.025,1.4
